"","School.Name","Total.Enrollment","X..Female","X..Male","elem","mid","high","Grade.1","Grade.2","Grade.3","Grade.4","Grade.5","Grade.6","Grade.7","Grade.8","Grade.9","Grade.10","Grade.11","Grade.12","X..Asian","X..Black","X..Hispanic","X..Multiple.Race.Categories.Not.Represented","X..White","X..Poverty"
"470","470",5747,2697,3050,0,1,0,0,0,0,0,0,1917,1921,1909,0,0,0,0,1211,209,2072,140,2115,3172
"471","471",6933,3321,3612,0,1,0,0,0,0,0,0,2296,2276,2361,0,0,0,0,564,117,6120,24,108,6419
"472","472",932,437,495,0,1,0,0,0,0,0,0,281,258,393,0,0,0,0,53,108,734,25,12,873
"473","473",4377,2065,2312,0,1,0,0,0,0,0,0,1541,1451,1385,0,0,0,0,229,2684,1200,112,152,3480
"474","474",2462,1152,1310,0,1,0,0,0,0,0,0,720,818,924,0,0,0,0,94,1964,250,130,24,1768
"475","475",1884,861,1023,0,1,0,0,0,0,0,0,620,607,657,0,0,0,0,322,352,1085,13,112,1634
"476","476",870,418,452,0,1,0,0,0,0,0,0,281,275,314,0,0,0,0,15,132,708,6,9,755
"477","477",2429,1197,1232,0,1,0,0,0,0,0,0,698,818,913,0,0,0,0,28,2063,247,34,57,1983
"478","478",986,444,542,0,1,0,0,0,0,0,0,354,311,321,0,0,0,0,6,379,585,6,10,904
"479","479",7891,4048,3843,0,1,0,0,0,0,0,893,2361,2337,2300,0,0,0,0,1124,715,3876,112,2064,5666
"480","480",6967,3340,3627,0,1,0,0,0,0,0,0,2330,2367,2270,0,0,0,0,2024,422,1753,76,2692,5542
"481","481",1233,600,633,0,1,0,0,0,0,0,0,385,417,431,0,0,0,0,8,433,774,14,4,1098
"482","482",6254,2999,3255,0,1,0,0,0,0,0,0,2040,2130,2084,0,0,0,0,2228,28,3635,77,286,4899
"483","483",511,246,265,0,1,0,0,0,0,0,0,134,185,192,0,0,0,0,1,103,402,2,3,483
"484","484",6679,3100,3579,0,1,0,0,0,0,0,0,2242,2216,2221,0,0,0,0,5057,384,1093,45,100,5449
"485","485",6959,3483,3476,0,1,0,0,0,0,0,0,2151,2328,2480,0,0,0,0,2022,2519,1951,331,136,5986
"486","486",1898,869,1029,0,1,0,0,0,0,0,0,586,643,669,0,0,0,0,609,491,556,69,173,1572
"487","487",2387,1137,1250,0,1,0,0,0,0,0,0,722,837,828,0,0,0,0,58,395,1900,15,19,2038
"488","488",6389,2967,3422,0,1,0,0,0,0,0,0,2128,2127,2134,0,0,0,0,2559,412,1519,51,1848,5336
"489","489",3512,1866,1646,0,1,0,0,0,0,0,0,1180,1164,1168,0,0,0,0,23,3278,145,37,29,2803
"490","490",1413,695,718,0,1,0,0,0,0,0,0,481,471,461,0,0,0,0,630,74,196,37,476,668
"491","491",2680,1374,1306,0,1,0,0,0,0,0,0,898,887,895,0,0,0,0,589,301,987,20,783,1925
"492","492",1502,667,835,0,1,0,0,0,0,0,0,479,490,533,0,0,0,0,9,438,1039,6,10,1299
"493","493",6570,3273,3297,0,1,0,0,0,0,0,0,2160,2190,2220,0,0,0,0,491,1136,3871,63,1009,3995
"494","494",2420,1051,1369,0,1,0,0,0,0,0,0,769,794,857,0,0,0,0,32,691,1672,6,19,2260
"495","495",1075,531,544,0,1,0,0,0,0,0,0,381,347,347,0,0,0,0,11,827,191,33,13,865
"496","496",1207,587,620,0,1,0,0,0,0,0,0,390,388,429,0,0,0,0,16,63,1111,3,14,1133
"497","497",298,142,156,0,1,0,0,0,0,0,0,74,99,125,0,0,0,0,4,32,255,2,5,281
"498","498",1579,721,858,0,1,0,0,0,0,0,0,496,527,556,0,0,0,0,27,1061,436,13,42,1320
"499","499",1480,869,611,0,1,0,0,0,0,0,0,534,500,446,0,0,0,0,52,1135,224,53,16,1164
"500","500",3235,1737,1498,0,1,0,0,0,0,0,0,1039,1044,1152,0,0,0,0,312,1119,1462,36,306,2892
"501","501",9002,4332,4670,0,1,1,0,0,0,0,0,2985,3010,3006,1,0,0,0,3804,145,4796,62,195,6396
"502","502",248,132,116,0,1,0,0,0,0,0,0,77,84,87,0,0,0,0,2,2,243,0,1,230
"503","503",9974,4587,5387,0,1,0,0,0,0,0,0,2787,3644,3543,0,0,0,0,2795,106,5818,58,1197,6260
"504","504",278,124,154,0,1,0,0,0,0,0,0,130,76,72,0,0,0,0,12,114,50,19,83,102
"505","505",7698,4152,3546,0,1,0,0,0,0,0,0,2665,2581,2452,0,0,0,0,2127,208,685,214,4464,4211
"506","506",4775,2370,2405,0,1,0,0,0,0,0,0,1629,1627,1519,0,0,0,0,629,377,1406,73,2290,3339
"507","507",252,111,141,0,1,0,0,0,0,0,0,79,76,97,0,0,0,0,3,83,162,2,2,239
"508","508",1633,876,757,1,1,0,201,201,197,182,176,169,163,153,0,0,0,0,12,834,776,7,4,1388
"509","509",1618,953,665,1,1,0,192,183,182,165,174,177,170,170,0,0,0,0,80,493,966,31,48,1045
"510","510",1599,801,798,1,1,0,199,200,198,192,179,160,147,127,0,0,0,0,54,1000,481,22,42,1304
"511","511",1602,871,731,1,1,0,196,192,182,186,173,162,163,156,0,0,0,0,45,982,504,44,27,1113
"512","512",1501,765,736,1,1,0,192,198,193,183,171,161,117,86,0,0,0,0,69,863,463,17,89,1051
"513","513",1511,831,680,1,1,0,197,202,194,196,187,161,118,72,0,0,0,0,11,842,637,12,9,1320
"514","514",1182,651,531,1,1,0,181,188,179,164,128,93,54,22,0,0,0,0,46,552,549,13,22,865
"515","515",1129,0,1129,1,1,0,167,177,209,217,203,20,0,0,0,0,0,0,4,930,160,28,7,974
"516","516",4936,2330,2606,0,1,1,0,0,0,0,0,703,779,807,833,791,502,521,189,431,4061,69,186,4374
"517","517",1647,826,821,0,0,1,0,0,0,0,0,0,0,0,146,426,489,586,45,544,946,22,90,1432
"518","518",4958,1146,3812,0,0,1,0,0,0,0,0,0,0,0,1430,1407,1108,1013,976,607,2906,68,401,3902
"519","519",915,437,478,0,0,1,0,0,0,0,0,0,0,0,3,218,321,373,8,318,567,6,16,723
"520","520",2437,1194,1243,0,1,1,0,0,0,0,0,330,343,368,339,360,336,361,163,476,438,141,1219,615
"521","521",1979,1345,634,0,0,1,0,0,0,0,0,0,0,0,563,554,490,372,178,1394,263,97,47,1540
"522","522",1782,664,1118,0,0,1,0,0,0,0,0,0,0,0,465,433,424,460,603,83,628,10,458,1618
"523","523",2601,1415,1186,0,0,1,0,0,0,0,0,0,0,0,601,569,587,844,697,57,1536,14,297,1611
"524","524",1992,807,1185,0,0,1,0,0,0,0,0,0,0,0,472,524,490,506,333,467,959,31,202,1390
"525","525",1785,739,1046,0,0,1,0,0,0,0,0,0,0,0,406,486,438,455,343,335,929,8,170,1562
"526","526",1413,724,689,0,0,1,0,0,0,0,0,0,0,0,391,394,359,269,346,62,890,12,103,1299
"527","527",1808,1017,791,0,0,1,0,0,0,0,0,0,0,0,609,477,374,348,26,248,1428,75,31,1408
"528","528",533,250,283,0,1,1,0,0,0,0,0,40,51,55,88,105,87,107,0,1,530,0,2,477
"529","529",4254,1952,2302,0,1,1,0,0,0,0,503,574,622,633,679,563,389,291,15,228,3947,39,25,3641
"530","530",1353,591,762,0,0,1,0,0,0,0,0,0,0,0,443,448,242,220,14,180,1116,20,23,1241
"531","531",4947,2298,2649,0,1,0,0,0,0,0,0,1653,1637,1657,0,0,0,0,3109,440,745,101,552,3032
"532","532",1143,527,616,0,1,0,0,0,0,0,0,402,378,363,0,0,0,0,65,282,773,2,21,1032
"533","533",3350,1387,1963,0,0,1,0,0,0,0,0,0,0,1,795,855,891,808,58,2939,225,81,47,2378
"534","534",113,63,50,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,2,98,9,1,3,96
"535","535",2507,809,1698,0,0,1,0,0,0,0,0,0,0,0,867,522,344,774,15,927,1466,15,84,2140
"536","536",1897,927,970,0,1,0,0,0,0,0,0,648,617,632,0,0,0,0,326,848,486,220,17,1651
"537","537",2667,1164,1503,0,1,0,0,0,0,0,0,784,890,993,0,0,0,0,376,1066,440,39,746,2397
"538","538",1233,575,658,0,1,0,0,0,0,0,0,403,406,424,0,0,0,0,12,289,909,5,18,1159
"539","539",1405,596,809,0,1,0,0,0,0,0,0,466,464,475,0,0,0,0,12,299,1053,13,28,1261
"540","540",4244,2094,2150,0,1,0,0,0,0,0,0,1501,1387,1356,0,0,0,0,455,351,601,340,2497,820
"541","541",5972,2892,3080,0,1,0,0,0,0,0,0,1902,1990,2080,0,0,0,0,1978,1184,1952,52,806,5188
"542","542",4677,2300,2377,0,1,0,0,0,0,0,0,1633,1557,1487,0,0,0,0,2841,177,578,81,1000,1926
"543","543",5731,2710,3021,0,1,0,0,0,0,0,0,1886,1922,1923,0,0,0,0,3793,234,618,88,998,2691
"544","544",2910,1379,1531,0,1,0,0,0,0,0,0,904,960,1046,0,0,0,0,186,1996,303,53,372,2270
"545","545",3275,1490,1785,0,1,0,0,0,0,0,0,1025,1119,1131,0,0,0,0,389,446,2249,33,158,2926
"546","546",6790,3144,3646,0,1,0,0,0,0,0,0,2449,2256,2085,0,0,0,0,1303,790,3830,80,787,5283
"547","547",716,382,334,0,1,0,0,0,0,0,0,172,259,285,0,0,0,0,16,189,491,10,10,667
"548","548",5609,2584,3025,0,1,0,0,0,0,0,0,1852,1877,1880,0,0,0,0,2017,424,1068,263,1837,2641
"549","549",5630,2839,2791,0,1,0,0,0,0,0,0,1834,1884,1912,0,0,0,0,846,1158,3407,51,168,5122
"550","550",1931,972,959,0,1,0,0,0,0,0,0,682,627,622,0,0,0,0,50,400,1452,17,12,1663
"551","551",3997,1926,2071,0,1,0,0,0,0,0,0,1314,1333,1350,0,0,0,0,1258,892,1640,74,133,2923
"552","552",2393,1192,1201,0,1,0,0,0,0,0,0,776,789,828,0,0,0,0,82,807,1463,21,20,1960
"553","553",1411,566,845,0,1,0,0,0,0,0,0,373,476,562,0,0,0,0,6,33,1304,8,60,1147
"554","554",2407,1144,1263,0,1,0,0,0,0,0,0,728,798,881,0,0,0,0,106,1462,752,12,75,1726
"555","555",8154,4049,4105,0,1,1,0,0,0,0,0,2626,2672,2603,253,0,0,0,1938,692,1926,275,3323,4337
"556","556",1895,979,916,0,1,0,0,0,0,0,0,585,630,680,0,0,0,0,59,77,1706,14,39,1592
"557","557",6761,3152,3609,0,1,0,0,0,0,0,0,2263,2233,2265,0,0,0,0,1468,494,1140,311,3348,2290
"558","558",7544,3605,3939,0,1,0,0,0,0,0,0,2460,2516,2568,0,0,0,0,4270,185,2210,57,822,5700
"559","559",3704,1815,1889,0,1,0,0,0,0,0,0,1262,1233,1209,0,0,0,0,2437,112,1042,22,91,2602
"560","560",5356,2504,2852,0,1,1,0,0,0,0,0,1702,1833,1820,1,0,0,0,1804,377,1471,194,1510,2342
"561","561",6103,2845,3258,0,1,0,0,0,0,0,0,2119,2031,1953,0,0,0,0,2436,88,1763,74,1742,3486
"562","562",7974,3683,4291,0,1,0,0,0,0,0,0,2727,2650,2597,0,0,0,0,4092,37,1226,45,2574,5895
"563","563",5464,2715,2749,0,1,0,0,0,0,0,0,1771,1842,1851,0,0,0,0,1870,413,2564,236,381,4353
"564","564",9303,4415,4888,0,1,0,0,0,0,0,0,3017,3115,3171,0,0,0,0,2675,498,5584,229,317,7638
"565","565",7384,3598,3786,0,1,0,0,0,0,0,0,2517,2466,2401,0,0,0,0,4921,369,953,137,1004,4907
"566","566",8222,3822,4400,0,1,0,0,0,0,0,0,2678,2737,2807,0,0,0,0,2939,1193,3424,288,378,5349
"567","567",1598,759,839,0,1,0,0,0,0,0,0,469,540,589,0,0,0,0,300,593,651,31,23,1407
"568","568",7459,3527,3932,0,1,0,0,0,0,0,0,2503,2490,2466,0,0,0,0,3778,82,3185,18,396,5889
"569","569",4583,2162,2421,0,1,0,0,0,0,0,0,1440,1534,1609,0,0,0,0,1244,1663,790,822,64,4052
"570","570",7412,3383,4029,0,1,0,0,0,0,0,0,2482,2471,2459,0,0,0,0,4330,40,2048,29,965,6616
"571","571",9202,4559,4643,0,1,0,0,0,0,0,0,2905,3120,3177,0,0,0,0,2292,1504,1209,167,4030,6242
"572","572",8981,4216,4765,0,1,0,0,0,0,0,0,3049,3029,2903,0,0,0,0,4051,98,1824,60,2948,6956
"573","573",5475,2687,2788,0,1,0,0,0,0,0,0,1949,1792,1734,0,0,0,0,555,2285,924,103,1608,3854
"574","574",989,452,537,0,1,0,0,0,0,0,0,305,347,337,0,0,0,0,12,137,817,3,20,847
"575","575",1769,829,940,0,1,0,0,0,0,0,0,503,603,663,0,0,0,0,244,903,551,30,41,1613
"576","576",4533,2340,2193,0,1,0,0,0,0,0,174,1506,1436,1417,0,0,0,0,208,1656,2549,46,74,3707
"577","577",2603,1451,1152,0,0,1,0,0,0,0,0,0,0,0,569,645,672,717,159,603,1711,37,93,2009
"578","578",662,316,346,1,0,0,152,117,114,76,31,0,0,0,0,0,0,0,21,441,160,21,19,595
"579","579",2526,1294,1232,0,0,1,0,0,0,0,0,0,0,0,674,651,610,591,975,954,335,195,67,1882
"580","580",1269,656,613,0,0,1,0,0,0,0,0,0,0,0,138,355,298,478,25,544,627,12,61,999
"581","581",18000,7602,10398,0,0,1,0,0,0,0,0,0,0,0,5402,5240,3684,3674,3583,2951,3147,179,8140,13670
"582","582",4004,1997,2007,1,1,0,378,378,393,442,471,466,469,478,0,0,0,0,162,987,2731,53,71,3491
"583","583",5450,2619,2831,0,1,0,0,0,0,0,0,1903,1804,1743,0,0,0,0,1766,2177,1070,240,197,3851
"584","584",1062,585,477,0,0,1,0,0,0,0,0,0,0,0,101,339,310,312,13,342,680,17,10,836
"585","585",11740,5230,6510,0,0,1,0,0,0,0,0,0,0,0,3576,2994,2737,2433,4022,2781,3973,608,356,9334
"586","586",17692,8879,8813,0,0,1,0,0,0,0,0,0,0,0,5881,4416,4450,2945,5127,3324,7900,422,919,13233
"587","587",11261,5486,5772,0,0,1,0,0,0,0,0,0,0,0,3226,3151,2431,2453,3530,3548,2527,217,1439,9095
"588","588",1840,718,1122,0,1,0,0,0,0,0,0,589,641,610,0,0,0,0,23,385,1224,13,195,1542
"589","589",2420,774,1646,0,0,1,0,0,0,0,0,0,0,0,347,494,666,913,451,464,1058,50,397,1784
"590","590",2092,1318,774,0,0,1,0,0,0,0,0,0,0,0,623,566,500,403,41,1357,569,61,64,1618
"591","591",2467,1212,1255,0,0,1,0,0,0,0,0,0,0,0,846,480,823,318,22,1044,1317,34,50,2033
"592","592",3323,1593,1730,0,1,1,0,0,250,250,284,570,547,510,291,248,213,160,93,1385,1410,66,369,2528
"593","593",1335,659,676,0,1,0,0,0,0,0,0,448,443,444,0,0,0,0,80,204,998,22,31,1187
"594","594",2749,1266,1483,0,1,1,0,0,0,0,0,315,335,388,528,480,343,360,23,493,2062,20,151,2237
"595","595",1508,789,719,0,1,0,0,0,0,0,18,543,485,462,0,0,0,0,69,719,685,12,23,1289
"596","596",1869,871,998,0,1,0,0,0,0,0,0,628,618,623,0,0,0,0,38,517,1271,21,22,1686
"597","597",997,501,496,0,1,0,0,0,0,0,0,332,334,331,0,0,0,0,4,869,98,20,6,878
"598","598",1185,534,651,0,0,1,0,0,0,0,0,0,0,0,344,376,233,232,209,440,99,57,380,894
"599","599",3439,1684,1755,1,1,1,256,175,88,0,453,449,433,418,434,252,126,33,9,3130,224,61,15,2781
"600","600",3257,1527,1729,0,1,1,0,0,0,0,0,523,473,415,507,472,436,431,237,796,979,67,1178,2341
"601","601",487,251,236,0,0,1,0,0,0,0,0,0,0,0,113,119,138,117,31,16,420,2,18,455
"602","602",5434,2622,2812,1,1,1,487,488,475,455,446,426,402,384,373,382,306,326,11,2241,3083,66,33,4768
"603","603",179,81,98,0,1,0,0,0,0,0,89,90,0,0,0,0,0,0,1,65,109,1,3,170
"604","604",4213,2138,2075,1,1,1,438,461,375,272,440,401,386,397,201,189,128,116,55,3589,440,104,25,3565
"605","605",181,97,84,1,0,0,90,0,0,0,0,0,0,0,0,0,0,0,2,54,125,0,0,163
"606","606",436,221,215,0,1,0,0,0,0,0,176,91,0,0,0,0,0,0,5,146,277,5,3,409
"607","607",6397,3223,3174,1,1,1,481,478,465,478,482,472,456,438,588,653,439,479,21,1893,4373,41,69,5601
"608","608",4276,2106,2170,1,1,1,464,369,275,183,449,387,356,343,281,294,204,220,28,2154,1947,120,27,3574
"609","609",4638,2392,2246,1,1,1,478,467,456,461,467,453,448,444,255,171,75,0,6,506,4055,27,44,4173
"610","610",2345,1356,989,0,0,1,0,0,0,0,0,0,0,0,654,614,550,527,58,658,1517,47,65,2079
"611","611",1326,687,639,0,1,0,0,0,0,0,0,457,442,427,0,0,0,0,41,643,596,12,34,1116
"612","612",1645,627,1018,0,0,1,0,0,0,0,0,0,0,0,446,477,330,392,10,1491,114,18,12,1284
"613","613",1910,987,923,1,0,0,303,363,365,366,250,0,0,0,0,0,0,0,50,1248,515,61,36,1570
"614","614",721,350,371,0,1,0,0,0,0,0,0,233,245,243,0,0,0,0,8,350,244,21,98,556
"615","615",1763,962,801,0,0,1,0,0,0,0,0,0,0,0,520,441,425,377,48,569,1064,41,41,1512
"616","616",1229,599,630,0,1,0,0,0,0,0,0,405,414,410,0,0,0,0,6,1002,187,26,8,1088
"617","617",1720,808,912,0,0,1,0,0,0,0,0,0,0,0,489,425,409,397,293,310,625,68,424,1360
"618","618",1517,699,818,0,1,0,0,0,0,0,0,510,504,503,0,0,0,0,33,859,563,29,33,1354
"619","619",2649,1487,1162,0,0,1,0,0,0,0,0,0,0,0,723,660,643,623,173,733,1595,55,93,2206
"620","620",5305,2728,2577,1,1,1,439,446,446,444,452,445,442,402,528,363,251,239,55,4354,616,217,63,4181
"621","621",3539,1746,1793,1,1,0,443,407,330,239,449,448,431,346,0,0,0,0,23,3220,190,83,23,2833
"622","622",3736,1966,1770,1,1,0,449,449,441,416,393,425,416,312,0,0,0,0,6,3122,541,54,13,3373
"623","623",5385,2767,2618,1,1,1,448,454,447,456,453,432,408,327,572,429,310,205,41,4474,659,175,36,4383
"624","624",2871,1345,1526,1,0,0,533,480,436,412,326,0,0,0,0,0,0,0,211,60,2216,24,360,2446
"625","625",740,365,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,229,479,17,9,538
"626","626",125,76,49,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,5,6,105,3,6,89
"627","627",47,22,25,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,40,3,3,0,36
"628","628",773,386,387,0,1,0,0,0,0,0,0,379,263,131,0,0,0,0,4,247,502,13,7,702
"629","629",163,88,75,0,1,0,0,0,0,0,0,114,49,0,0,0,0,0,5,103,51,3,1,146
"630","630",5121,2824,2296,0,0,1,0,0,0,0,0,0,0,0,1187,1336,1292,1306,1283,411,481,61,2885,2457
"631","631",1105,497,608,0,0,1,0,0,0,0,0,0,0,0,252,401,221,231,28,552,392,7,126,917
"632","632",443,195,248,0,1,0,0,0,0,0,0,149,138,156,0,0,0,0,15,92,320,8,8,404
"633","633",2134,845,1289,0,0,1,0,0,0,0,0,0,0,0,626,692,403,413,200,544,1146,16,228,1375
"634","634",1458,763,695,0,0,1,0,0,0,0,0,0,0,0,402,415,328,313,152,558,514,30,204,1172
"635","635",2641,1315,1326,0,1,1,0,0,0,0,0,58,63,78,711,754,459,518,159,764,1577,62,79,2057
"636","636",834,405,429,1,0,0,129,150,138,114,120,0,0,0,0,0,0,0,16,530,243,24,21,775
"637","637",1797,893,904,1,0,0,326,305,324,261,197,0,0,0,0,0,0,0,312,274,1126,32,53,1378
"638","638",217,110,107,0,0,1,0,0,0,0,0,0,0,74,100,43,0,0,9,73,85,13,37,154
"639","639",10879,5541,5338,0,0,1,0,0,0,0,0,0,0,0,4592,2728,1833,1726,1659,1193,7115,215,697,8733
"640","640",1275,563,712,0,0,1,0,0,0,0,0,0,0,0,356,352,283,284,9,416,823,14,13,1128
"641","641",2754,1180,1574,0,0,1,0,0,0,0,0,0,0,0,133,997,772,852,1504,299,884,18,49,1616
"642","642",1640,1122,518,0,0,1,0,0,0,0,0,0,0,0,527,419,370,324,143,450,928,74,45,1132
"643","643",1922,995,927,0,1,0,0,0,0,0,0,649,642,631,0,0,0,0,821,184,323,63,531,1061
"644","644",1821,900,921,1,0,0,303,319,321,297,276,0,0,0,0,0,0,0,116,122,1553,2,28,1483
"645","645",2449,1159,1290,0,1,1,0,0,0,0,0,262,273,297,427,428,396,366,26,890,1468,7,58,2200
"646","646",1018,519,499,0,1,0,0,0,0,0,0,305,343,370,0,0,0,0,13,850,138,6,11,896
"647","647",1296,512,784,0,1,0,0,0,0,0,0,319,453,524,0,0,0,0,11,716,528,25,16,1021
"648","648",3682,1837,1845,0,1,0,0,0,0,0,0,1152,1244,1286,0,0,0,0,73,3146,362,62,39,2545
"649","649",1716,781,935,0,1,0,0,0,0,0,0,559,565,592,0,0,0,0,78,1177,394,28,39,1535
"650","650",2135,979,1156,0,1,0,0,0,0,0,0,713,708,714,0,0,0,0,62,623,1405,21,24,1953
"651","651",1598,665,933,0,1,0,0,0,0,0,0,454,529,615,0,0,0,0,1280,104,180,9,25,1464
"652","652",9581,4571,5010,0,1,0,0,0,0,0,0,3183,3212,3186,0,0,0,0,5156,489,3272,393,271,8228
"653","653",5356,2560,2796,0,1,0,0,0,0,0,0,1738,1796,1822,0,0,0,0,3340,243,792,89,892,3027
"654","654",4786,2588,2198,0,1,0,0,0,0,0,0,1641,1596,1549,0,0,0,0,145,3266,1133,108,134,3527
"655","655",886,444,442,0,1,0,0,0,0,0,0,308,282,296,0,0,0,0,73,268,437,22,86,614
"656","656",1193,620,573,0,1,0,0,0,0,0,307,307,295,284,0,0,0,0,80,157,199,65,692,140
"657","657",2156,985,1171,0,1,0,0,0,0,0,0,629,713,814,0,0,0,0,33,1566,457,27,73,1681
"658","658",863,401,462,0,1,0,0,0,0,0,0,276,289,298,0,0,0,0,14,280,457,34,78,629
"659","659",1927,1149,778,0,1,0,0,0,0,0,0,651,638,638,0,0,0,0,349,40,195,152,1191,228
"660","660",1044,518,526,0,1,0,0,0,0,0,0,305,350,389,0,0,0,0,13,724,228,60,19,922
"661","661",1595,833,762,0,1,0,0,0,0,0,0,836,540,219,0,0,0,0,135,148,379,72,861,484
"662","662",681,320,361,0,1,0,0,0,0,0,0,226,202,253,0,0,0,0,1,277,384,4,15,590
"663","663",989,459,530,0,1,0,0,0,0,0,0,306,341,342,0,0,0,0,7,208,758,4,12,928
"664","664",1005,481,524,0,1,0,0,0,0,0,0,281,343,381,0,0,0,0,3,51,933,2,16,909
"665","665",1930,966,964,0,1,0,0,0,0,0,0,525,653,752,0,0,0,0,20,217,1631,6,56,1715
"666","666",1495,725,770,0,1,0,0,0,0,0,0,601,512,382,0,0,0,0,351,416,627,68,33,1288
"667","667",457,211,246,0,1,0,0,0,0,0,0,196,149,112,0,0,0,0,4,59,389,1,4,417
"668","668",1305,476,829,0,1,0,0,0,0,0,0,482,442,381,0,0,0,0,90,246,469,42,458,615
"669","669",5674,3113,2560,0,1,0,0,0,0,0,0,1929,1888,1857,0,0,0,0,914,448,1194,236,2882,1760
"670","670",1395,678,717,0,1,0,0,0,0,0,0,498,461,436,0,0,0,0,13,338,987,21,36,1131
"671","671",252,114,138,0,1,0,0,0,0,0,0,86,88,78,0,0,0,0,2,64,181,4,1,226
"672","672",1350,585,765,0,1,0,0,0,0,0,0,579,450,321,0,0,0,0,163,186,353,69,579,582
"673","673",621,291,330,0,1,0,0,0,0,0,0,310,206,105,0,0,0,0,79,238,224,14,66,483
"674","674",782,348,434,0,1,0,0,0,0,0,0,295,259,228,0,0,0,0,14,577,162,5,24,633
"675","675",2329,1273,1056,1,1,0,231,230,225,218,207,249,260,279,0,0,0,0,180,1718,397,15,19,2113
"676","676",2012,1096,916,0,1,0,0,0,0,0,0,682,670,660,0,0,0,0,136,259,559,110,948,554
"677","677",1055,576,479,0,1,0,0,0,0,0,0,354,350,351,0,0,0,0,4,12,1018,0,21,958
"678","678",2613,1382,1231,0,1,0,0,0,0,0,0,927,860,826,0,0,0,0,373,257,1488,47,448,1834
"679","679",871,395,476,0,1,0,0,0,0,0,0,308,274,289,0,0,0,0,15,629,199,8,20,785
"680","680",4710,2349,2361,1,1,0,829,807,762,742,725,1,0,0,0,0,0,0,362,366,1347,280,2355,1041
"681","681",2232,1279,953,0,0,1,0,0,0,0,0,0,0,0,559,556,570,547,593,361,744,118,416,1360
"682","682",576,270,306,0,0,1,0,0,0,0,0,0,0,0,182,197,104,93,15,22,525,0,14,540
"683","683",2604,1350,1254,0,0,1,0,0,0,0,0,0,0,0,783,809,573,439,4,7,2579,10,4,2064
"684","684",2098,958,1140,0,0,1,0,0,0,0,0,0,0,0,576,554,513,455,95,490,1370,52,91,1822
"685","685",8134,4029,4103,0,0,1,0,0,0,0,0,0,0,0,2023,2065,2059,1987,1590,1584,4335,204,421,6760
"686","686",1291,574,717,1,0,0,228,234,229,202,184,0,0,0,0,0,0,0,129,222,883,24,33,1105
"687","687",972,412,560,1,0,0,178,188,190,156,100,0,0,0,0,0,0,0,34,292,600,27,19,844
"688","688",3646,1591,2055,0,0,1,0,0,0,0,0,0,0,0,1,1354,1392,899,795,1116,1494,47,194,3246
"689","689",1698,911,787,0,0,1,0,0,0,0,0,0,0,0,545,500,362,291,149,590,769,68,122,1315
"690","690",1624,748,876,0,0,1,0,0,0,0,0,0,0,0,440,462,357,365,297,250,825,6,246,1068
"691","691",1007,268,739,0,1,1,0,0,0,0,1,41,44,28,107,131,149,506,30,369,533,15,60,807
"692","692",2241,1383,858,0,0,1,0,0,0,0,0,0,0,0,546,598,573,524,187,299,1433,139,183,1699
"693","693",2203,1142,1061,0,0,1,0,0,0,0,0,0,0,0,557,560,588,498,270,397,1405,28,103,2007
"694","694",6613,3508,3105,0,1,0,0,0,0,0,0,2342,2142,2129,0,0,0,0,1818,434,405,507,3449,2221
"695","695",2254,1211,1043,0,1,0,0,0,0,0,0,779,749,726,0,0,0,0,230,166,577,43,1238,992
"696","696",848,512,336,0,0,1,0,0,0,0,0,0,0,0,234,236,179,199,41,306,474,10,17,768
"697","697",6265,2819,3445,0,0,1,0,0,0,0,0,0,0,0,1914,1685,1229,1437,1845,2850,1017,332,221,4677
"698","698",5687,2878,2809,0,0,1,0,0,0,0,0,0,0,0,1561,1464,1427,1235,999,88,2536,310,1754,3555
"699","699",2269,1138,1130,0,0,1,0,0,0,0,0,0,0,0,601,608,591,469,42,259,1791,133,44,1888
"700","700",2086,756,1330,0,0,1,0,0,0,0,0,0,0,0,490,462,518,616,272,1420,259,92,43,1657
"701","701",6502,3611,2891,0,1,1,0,0,0,0,0,742,645,531,1189,1162,1127,1106,175,5692,320,262,53,4629
"702","702",2683,1343,1340,1,0,0,461,447,454,458,424,0,0,0,0,0,0,0,59,2413,139,66,6,1790
"703","703",1043,492,551,0,0,1,0,0,0,0,0,0,0,0,244,311,238,250,5,866,143,20,9,963
"704","704",4151,1990,2161,0,1,1,0,0,0,0,0,657,625,610,609,578,540,532,781,700,1677,270,723,2833
"705","705",1133,482,651,0,0,1,0,0,0,0,0,0,0,0,352,309,247,225,14,261,832,15,11,981
"706","706",2668,1381,1287,1,1,1,271,267,271,271,271,268,262,211,157,103,48,0,11,966,1620,46,25,2457
"707","707",2545,1270,1275,0,0,1,0,0,0,0,0,0,0,0,575,591,587,792,223,89,2020,18,195,1650
"708","708",640,306,334,0,1,0,0,0,0,0,0,209,212,219,0,0,0,0,3,22,604,2,9,589
"709","709",923,465,458,0,1,0,0,0,0,0,0,278,303,342,0,0,0,0,7,804,70,24,18,844
"710","710",1944,1006,938,0,1,0,0,0,0,0,0,742,634,568,0,0,0,0,86,44,1113,5,696,1106
