"","School.Name","Total.Enrollment","X..Female","X..Male","elem","mid","high","Grade.1","Grade.2","Grade.3","Grade.4","Grade.5","Grade.6","Grade.7","Grade.8","Grade.9","Grade.10","Grade.11","Grade.12","X..Asian","X..Black","X..Hispanic","X..Multiple.Race.Categories.Not.Represented","X..White","X..Poverty"
"228","228",413,174,239,0,1,0,0,0,0,0,0,95,145,173,0,0,0,0,8,59,338,1,7,388
"229","229",2126,1055,1071,1,1,0,216,226,226,232,234,250,242,223,0,0,0,0,24,1619,398,64,21,1849
"230","230",2351,1140,1211,1,1,0,257,258,256,259,255,274,271,263,0,0,0,0,118,670,387,202,974,667
"231","231",1598,813,785,0,0,1,0,0,0,0,0,0,0,0,528,452,332,286,3,410,1152,16,17,1470
"232","232",1680,792,888,0,1,0,0,0,0,0,0,525,564,591,0,0,0,0,29,1445,154,35,17,1265
"233","233",1290,644,646,1,0,0,276,275,212,142,71,0,0,0,0,0,0,0,86,358,146,118,582,367
"234","234",3633,1779,1854,0,1,1,0,0,0,0,0,493,509,491,563,572,501,504,13,735,2843,9,33,3261
"235","235",853,453,400,0,0,1,0,0,0,0,0,0,0,0,26,330,308,189,9,246,420,23,155,605
"236","236",1041,516,525,1,0,0,141,163,164,165,139,0,0,0,0,0,0,0,13,337,666,6,19,906
"237","237",4753,2114,2639,1,1,1,311,315,250,191,458,449,448,445,448,426,402,297,425,1831,1649,98,750,3988
"238","238",2478,1387,1091,0,1,0,0,0,0,0,0,847,813,818,0,0,0,0,69,108,1420,11,870,1238
"239","239",1926,953,973,1,0,0,276,306,301,294,305,0,0,0,0,0,0,0,11,1003,813,44,55,1734
"240","240",1291,642,649,0,1,0,0,0,0,0,0,425,434,432,0,0,0,0,4,834,413,14,26,1058
"241","241",93,39,54,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,2,41,47,2,1,78
"242","242",1411,730,681,0,1,0,0,0,0,0,0,426,502,483,0,0,0,0,29,154,1207,6,15,1298
"243","243",1685,819,866,0,0,1,0,0,0,0,0,0,0,0,440,452,414,379,42,117,1473,11,42,1328
"244","244",2464,1497,965,0,0,1,0,0,0,0,0,0,0,0,593,639,613,619,355,185,473,140,1311,1155
"245","245",1538,682,856,0,0,1,0,0,0,0,0,0,0,0,666,339,246,287,17,1326,139,32,24,1147
"246","246",1206,599,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,182,504,93,78,585
"247","247",12707,6999,5708,0,0,1,0,0,0,0,0,0,1,0,3989,3938,2554,2225,861,4586,5055,320,1885,9640
"248","248",1211,697,514,0,0,1,0,0,0,0,0,0,0,0,331,330,291,259,70,583,458,18,82,972
"249","249",2274,1074,1200,1,0,0,294,345,375,378,401,0,0,0,0,0,0,0,57,1983,195,32,7,1799
"250","250",337,172,165,1,0,0,135,59,0,0,0,0,0,0,0,0,0,0,21,65,239,7,5,272
"251","251",1348,597,751,0,0,1,0,0,0,0,0,0,0,0,397,357,314,280,155,254,874,25,40,1205
"252","252",3541,1744,1797,0,1,1,0,0,0,0,0,544,576,582,591,496,378,374,33,2320,1090,64,34,2858
"253","253",2941,1430,1511,0,1,1,0,0,0,0,0,575,562,562,539,392,199,112,11,1954,880,59,37,2406
"254","254",4782,2420,2362,1,1,1,334,352,303,258,173,488,532,540,555,461,312,211,39,3110,1512,88,33,4078
"255","255",6467,2878,3589,0,0,1,0,0,0,0,0,0,0,0,2092,1733,1397,1245,640,2051,3404,149,223,5394
"256","256",1150,495,655,0,0,1,0,0,0,0,0,0,31,52,414,305,193,155,36,624,418,19,53,961
"257","257",2387,1051,1336,0,0,1,0,0,0,0,0,0,0,1,600,604,666,516,80,430,1797,27,53,2081
"258","258",533,271,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,117,269,11,64,387
"259","259",209,113,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,22,1,152,12
"260","260",1956,954,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,130,272,182,996,249
"261","261",5512,2696,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510,60,1622,34,1286,3574
"262","262",689,343,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,5,357,14,54,412
"263","263",830,405,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,199,311,56,13,554
"264","264",1265,621,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,79,568,20,329,512
"265","265",974,503,471,0,1,0,0,0,0,0,0,426,312,236,0,0,0,0,60,623,211,18,62,683
"266","266",1661,819,842,1,0,0,365,357,273,189,116,0,0,0,0,0,0,0,7,36,1282,23,313,1123
"267","267",995,485,510,1,0,0,154,164,164,144,153,0,0,0,0,0,0,0,6,739,212,10,28,935
"268","268",2964,1544,1420,0,1,1,0,0,0,0,0,433,456,497,418,431,424,305,18,781,2087,29,49,2787
"269","269",1812,1060,752,0,1,1,0,0,0,0,1,175,166,171,375,339,284,301,33,1283,438,41,17,1535
"270","270",3235,1570,1665,1,1,1,270,274,274,274,270,271,268,264,323,201,98,0,50,1002,2085,44,54,2776
"271","271",65,26,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,1,1,53
"272","272",1387,810,577,0,0,1,0,0,0,0,0,0,0,0,468,397,296,226,10,426,930,8,13,1142
"273","273",1274,613,661,0,1,0,0,0,0,0,0,437,425,412,0,0,0,0,19,328,899,18,10,1165
"274","274",2626,0,2626,0,1,1,0,0,0,0,0,359,341,372,482,449,326,297,16,1459,1085,53,13,2129
"275","275",3150,0,3150,0,1,1,0,0,0,0,0,453,460,463,491,455,425,403,16,2804,260,49,21,2486
"276","276",2449,1,2448,0,1,1,0,0,0,0,0,386,375,375,422,347,321,223,29,2163,84,130,43,1688
"277","277",1543,0,1543,0,1,1,0,0,0,0,0,296,289,310,342,170,85,51,4,1068,391,63,17,1177
"278","278",1720,791,929,1,0,0,262,250,249,250,253,0,0,0,0,0,0,0,112,204,649,143,612,909
"279","279",3330,1565,1765,0,1,1,0,0,0,0,0,524,524,506,475,459,414,428,2262,270,590,51,157,2750
"280","280",3324,1645,1679,0,1,1,0,0,0,0,0,422,453,462,499,522,492,474,62,866,2314,56,26,3049
"281","281",26,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,11,1,0,21
"282","282",958,418,540,0,0,1,0,0,0,0,0,0,0,0,167,276,270,245,9,763,148,10,28,743
"283","283",1285,589,696,1,0,0,255,228,249,208,121,0,0,0,0,0,0,0,51,81,1100,13,40,1185
"284","284",77,39,38,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,58,3,14,1,48
"285","285",1608,791,817,1,1,1,174,177,182,176,171,149,144,89,117,0,0,0,26,402,1073,57,50,1357
"286","286",1940,995,945,1,1,0,272,286,290,233,173,120,59,0,0,0,0,0,62,634,1191,37,16,1734
"287","287",2646,1256,1390,1,0,0,401,393,434,450,423,0,0,0,0,0,0,0,107,1384,1060,61,34,2350
"288","288",2505,1240,1265,0,1,1,0,0,0,0,0,366,351,350,564,368,286,220,81,1600,767,41,16,2032
"289","289",1027,518,509,0,1,0,0,0,0,0,0,351,340,336,0,0,0,0,34,587,388,4,14,921
"290","290",1746,139,1607,0,0,1,0,0,0,0,0,0,0,16,729,617,189,195,33,1011,561,64,77,1014
"291","291",3419,1633,1786,0,1,1,0,0,0,0,0,507,505,509,506,476,461,455,378,595,1848,96,502,2294
"292","292",2016,1010,1006,1,0,0,378,348,319,277,218,0,0,0,0,0,0,0,231,22,198,54,1511,199
"293","293",2242,1228,1014,0,1,0,0,0,0,0,0,754,738,750,0,0,0,0,319,71,225,175,1452,256
"294","294",1871,876,995,0,0,1,0,0,0,0,0,0,0,0,477,456,439,499,12,727,1074,32,26,1640
"295","295",300,134,166,0,1,0,0,0,0,0,0,84,101,115,0,0,0,0,18,195,71,3,13,283
"296","296",2469,1170,1299,0,0,1,0,0,0,0,0,0,0,0,685,618,605,561,12,216,2190,10,41,2243
"297","297",245,104,141,0,1,1,0,0,0,0,0,80,79,0,86,0,0,0,3,201,32,5,4,178
"298","298",1862,870,992,0,0,1,0,0,0,0,0,0,0,0,35,652,635,540,11,533,1258,15,45,1691
"299","299",18821,10939,7881,0,0,1,0,0,0,0,0,0,0,0,5480,5295,3908,4138,4822,4152,3828,686,5333,12617
"300","300",1174,606,568,0,0,1,0,0,0,0,0,0,0,0,322,289,271,292,4,91,1038,27,14,966
"301","301",2709,1619,1090,0,0,1,0,0,0,0,0,0,0,0,657,676,688,688,484,91,274,119,1741,561
"302","302",278,143,135,1,0,0,46,37,46,62,47,0,0,0,0,0,0,0,2,67,207,2,0,264
"303","303",695,315,380,0,1,0,0,0,0,0,0,188,227,280,0,0,0,0,24,516,127,10,18,615
"304","304",1622,798,824,1,1,0,185,173,171,172,169,119,111,106,0,0,0,0,93,269,541,131,588,555
"305","305",297,154,143,1,0,0,106,56,0,0,0,0,0,0,0,0,0,0,33,20,222,11,11,230
"306","306",1175,594,581,1,0,0,251,152,134,118,91,0,0,0,0,0,0,0,78,48,1010,6,33,1089
"307","307",2325,1141,1184,1,1,0,332,318,333,324,308,227,142,74,0,0,0,0,11,1815,434,53,12,2010
"308","308",254,96,158,0,1,0,0,0,0,0,140,114,0,0,0,0,0,0,11,98,142,0,3,215
"309","309",1197,533,664,0,0,1,0,0,0,0,0,0,0,0,547,402,155,93,535,176,355,24,107,1121
"310","310",1430,673,757,0,1,0,0,0,0,0,0,480,498,452,0,0,0,0,67,341,927,59,36,1279
"311","311",2322,546,1776,0,0,1,0,0,0,0,0,0,0,0,585,581,540,616,447,202,1259,108,306,1743
"312","312",1692,733,959,0,0,1,0,0,0,0,0,0,0,0,508,419,398,367,41,305,1253,34,59,1516
"313","313",1708,797,911,0,0,1,0,0,0,0,0,0,0,0,591,536,344,237,431,290,715,182,90,1261
"314","314",1561,708,853,0,0,1,0,0,0,0,0,0,0,0,735,512,188,126,415,505,451,133,57,1090
"315","315",2813,1339,1474,0,1,1,0,0,0,0,0,308,363,415,458,518,363,388,49,330,2381,6,47,2533
"316","316",1725,928,797,0,0,1,0,0,0,0,0,0,0,0,445,464,433,383,106,626,733,109,151,1204
"317","317",1714,847,867,0,1,0,0,0,0,0,0,587,572,555,0,0,0,0,10,403,1258,4,39,1577
"318","318",3894,8,3886,1,1,1,443,447,443,447,430,433,422,387,27,12,8,8,117,3233,393,97,54,2927
"319","319",6388,5036,1352,1,1,1,438,467,475,459,403,443,434,349,838,699,534,424,131,4972,1034,190,61,4804
"320","320",2345,1054,1291,0,0,1,0,0,0,0,0,0,0,0,528,585,614,618,71,1941,178,107,48,1792
"321","321",2126,1113,1013,0,0,1,0,0,0,0,0,0,0,0,646,547,462,471,34,772,1274,37,9,1799
"322","322",1698,715,983,0,0,1,0,0,0,0,0,0,0,0,400,454,424,420,29,463,1177,11,18,1549
"323","323",2672,1347,1325,1,1,0,303,302,309,301,298,292,280,284,0,0,0,0,3,2176,401,83,9,2117
"324","324",2537,1158,1379,1,1,0,294,282,290,300,278,291,281,256,0,0,0,0,18,2243,228,30,18,2098
"325","325",2437,1143,1294,1,1,0,282,295,311,306,304,296,236,162,0,0,0,0,59,1856,466,48,8,1945
"326","326",2669,1272,1397,1,1,0,291,306,301,304,298,325,313,240,0,0,0,0,33,2431,111,71,23,2117
"327","327",1944,934,1010,0,0,1,0,0,0,0,0,0,0,0,627,520,422,375,25,505,1338,35,41,1501
"328","328",580,304,276,1,0,0,95,89,88,119,45,0,0,0,0,0,0,0,0,223,344,3,10,546
"329","329",1912,1077,835,1,1,0,265,282,260,258,252,101,101,92,0,0,0,0,13,394,1482,15,8,1724
"330","330",2363,1310,1053,1,1,0,278,264,273,250,279,338,254,173,0,0,0,0,14,575,1763,7,4,2155
"331","331",759,385,374,1,0,0,154,155,163,148,0,0,0,0,0,0,0,0,3,278,469,9,0,694
"332","332",2382,1044,1338,0,0,1,0,0,0,0,0,0,0,0,614,661,482,625,16,685,1627,30,24,1913
"333","333",1379,660,719,0,1,0,0,0,0,0,0,465,459,455,0,0,0,0,12,350,978,7,32,1156
"334","334",1553,378,1175,0,0,1,0,0,0,0,0,0,0,0,572,426,300,255,19,1083,402,35,14,1287
"335","335",13925,10479,3442,0,0,1,0,0,0,0,0,0,0,0,3737,3493,3424,3271,2738,1437,2463,1140,6147,4124
"336","336",8341,3930,4411,0,0,1,0,0,0,0,0,0,0,0,2970,2287,1615,1469,1415,1661,4817,186,262,6219
"337","337",2213,977,1236,0,0,1,0,0,0,0,0,0,0,0,586,605,499,523,1064,32,1026,17,74,2022
"338","338",1942,1088,854,0,0,1,0,0,0,0,0,0,0,0,619,500,412,411,98,721,1027,46,50,1633
"339","339",1798,1311,487,0,0,1,0,0,0,0,0,0,0,0,571,427,428,372,25,627,1075,35,36,1587
"340","340",1826,768,1057,0,0,1,0,0,0,0,0,0,0,0,657,501,325,343,43,478,1257,10,38,1601
"341","341",19031,9781,9247,0,0,1,0,0,0,0,0,0,0,0,4863,4927,4697,4544,4632,1494,6651,682,5572,13580
"342","342",1005,560,445,0,0,1,0,0,0,0,0,0,0,0,74,288,323,320,10,382,569,10,34,795
"343","343",1084,479,605,0,1,0,0,0,0,0,0,337,366,381,0,0,0,0,40,702,294,21,27,932
"344","344",22757,10767,11989,0,0,1,0,0,0,0,0,0,0,0,6479,6699,4946,4633,6321,832,7114,499,7991,16241
"345","345",587,276,311,1,0,0,173,136,80,39,0,0,0,0,0,0,0,0,53,153,321,17,43,544
"346","346",538,244,294,0,1,0,0,0,0,0,268,177,93,0,0,0,0,0,20,46,465,1,6,483
"347","347",22269,11033,11235,0,0,1,0,0,0,0,0,0,0,0,5906,5725,5446,5192,12533,1347,4756,260,3373,16050
"348","348",2023,1112,910,0,0,1,0,0,0,0,0,0,0,0,569,508,504,442,104,304,896,107,612,1034
"349","349",4212,2870,1342,0,0,1,0,0,0,0,0,0,0,0,1059,1098,1053,1002,469,566,1401,276,1500,1669
"350","350",15935,6721,9214,0,0,1,0,0,0,0,0,0,0,0,4435,5111,2980,3409,6079,1742,5223,134,2757,12769
"351","351",6533,3003,3529,0,1,1,0,0,0,0,0,433,444,451,1365,1273,1297,1270,92,4505,1646,167,123,4999
"352","352",1813,725,1088,0,1,1,0,0,0,0,0,85,99,120,440,426,371,272,40,1159,548,33,33,1416
"353","353",1994,870,1124,0,0,1,0,0,0,0,0,0,0,0,553,538,472,431,17,881,1033,29,34,1745
"354","354",1144,566,578,0,1,0,0,0,0,0,0,358,379,407,0,0,0,0,21,369,731,10,13,985
"355","355",1733,799,934,0,0,1,0,0,0,0,0,0,0,0,527,515,315,376,26,917,745,31,14,1374
"356","356",908,399,509,0,0,1,0,0,0,0,0,0,0,0,236,246,190,236,13,769,110,12,4,826
"357","357",1613,889,724,0,1,0,0,0,0,0,0,560,542,511,0,0,0,0,92,1152,335,4,30,1425
"358","358",1871,975,896,1,1,0,196,216,238,241,231,211,199,190,0,0,0,0,14,1509,316,11,21,1617
"359","359",431,228,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,85,301,1,22,318
"360","360",2183,1202,979,0,0,1,0,0,0,0,0,0,0,0,599,561,515,508,66,210,461,132,1314,1022
"361","361",2267,1142,1125,0,0,1,0,0,0,0,0,0,0,0,579,570,520,598,134,1692,320,98,23,1665
"362","362",3594,992,2602,0,0,1,0,0,0,0,0,0,0,1,1114,951,823,705,139,2516,794,73,72,2839
"363","363",3118,3102,16,1,1,0,314,359,378,376,410,404,330,269,0,0,0,0,63,1448,1475,76,56,2460
"364","364",3926,3860,66,1,1,0,414,411,422,402,405,441,450,321,0,0,0,0,16,1323,2454,88,45,3453
"365","365",2080,1079,1001,1,0,0,382,371,361,329,223,0,0,0,0,0,0,0,20,705,1275,35,45,1761
"366","366",2243,1207,1036,1,1,0,275,274,235,223,231,168,160,168,0,0,0,0,79,1568,445,96,55,1699
"367","367",2188,927,1261,0,0,1,0,0,0,0,0,0,0,0,486,570,548,584,140,667,1305,30,46,1826
"368","368",330,191,139,0,0,1,0,0,0,0,0,0,0,0,77,86,83,84,3,259,65,1,2,268
"369","369",2465,1764,701,0,0,1,0,0,0,0,0,0,0,0,735,732,475,523,102,916,1154,141,152,1966
"370","370",2774,1460,1314,1,1,0,396,385,349,317,332,283,200,130,0,0,0,0,109,953,1607,50,55,2422
"371","371",882,411,471,1,0,0,149,136,124,133,147,0,0,0,0,0,0,0,41,247,561,16,17,819
"372","372",1195,507,688,0,1,1,0,0,0,0,0,394,417,383,1,0,0,0,117,331,698,18,31,929
"373","373",1029,564,465,0,0,1,0,0,0,0,0,0,0,0,232,310,251,236,0,0,1029,0,0,947
"374","374",8702,3801,4901,0,0,1,0,0,0,0,0,0,0,0,2562,2533,1786,1821,833,501,5594,170,1604,6238
"375","375",4001,1959,2042,1,1,0,444,455,449,451,444,486,476,342,0,0,0,0,519,473,1492,261,1256,2094
"376","376",1343,607,736,1,0,0,290,269,199,136,64,0,0,0,0,0,0,0,166,710,389,39,39,1020
"377","377",2356,1664,692,0,0,1,0,0,0,0,0,0,0,0,605,590,546,615,39,893,1365,39,20,1914
"378","378",1294,583,711,0,1,0,0,0,0,0,0,499,457,338,0,0,0,0,20,140,1076,16,42,1167
"379","379",898,410,488,1,0,0,132,152,171,161,157,0,0,0,0,0,0,0,34,178,481,45,160,637
"380","380",137,57,80,0,1,0,0,0,0,0,0,39,39,59,0,0,0,0,0,0,137,0,0,126
"381","381",1300,652,648,1,1,0,128,139,151,150,143,157,165,158,0,0,0,0,25,722,517,27,9,926
"382","382",5722,3046,2676,1,1,1,552,529,503,487,485,444,437,414,353,338,317,308,20,4664,890,102,46,4897
"383","383",4974,2555,2419,1,1,1,489,458,445,425,410,426,403,373,330,273,232,167,23,4088,726,110,27,4157
"384","384",2008,973,1035,1,1,0,325,344,349,304,226,105,35,0,0,0,0,0,16,752,697,39,504,1241
"385","385",2118,1036,1082,1,0,0,357,353,319,289,236,0,0,0,0,0,0,0,11,1361,685,26,35,1882
"386","386",4446,2172,2274,1,1,1,292,330,353,355,351,510,546,521,426,299,133,59,32,2543,1769,72,30,3943
"387","387",1147,638,509,0,0,1,0,0,0,0,0,0,0,0,139,264,314,430,19,543,552,14,19,964
"388","388",4045,2065,1980,1,1,1,439,449,386,253,316,286,281,258,231,236,226,232,16,2525,1387,83,34,3323
"389","389",112,56,56,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1,93,17,1,0,98
"390","390",4559,2258,2301,1,1,1,538,525,448,313,359,325,305,276,237,228,228,246,14,3537,875,95,38,3714
"391","391",743,344,399,0,1,0,0,0,0,0,0,185,244,314,0,0,0,0,3,32,690,6,12,659
"392","392",3378,1839,1539,1,1,0,388,404,389,394,405,359,341,333,0,0,0,0,7,2139,1159,47,26,2595
"393","393",10346,4265,6081,0,0,1,0,0,0,0,0,0,0,0,3694,2612,2115,1925,309,5211,4336,192,298,7455
"394","394",2298,1305,993,0,0,1,0,0,0,0,0,0,0,0,593,577,577,551,151,526,1103,87,431,1437
"395","395",323,184,139,0,0,1,0,0,0,0,0,0,0,0,26,69,100,128,6,91,196,3,27,271
"396","396",1880,910,970,0,1,0,0,0,0,0,0,612,642,626,0,0,0,0,559,686,374,219,42,1682
"397","397",2479,1522,957,0,0,1,0,0,0,0,0,0,0,0,771,682,515,511,38,894,1451,58,38,2181
"398","398",3291,1681,1610,1,1,0,429,429,397,389,389,414,258,184,0,0,0,0,47,1670,170,48,1356,2201
"399","399",626,313,313,1,0,0,224,149,54,0,0,0,0,0,0,0,0,0,28,133,87,18,360,449
"400","400",1090,523,567,1,0,0,193,195,190,186,114,0,0,0,0,0,0,0,2,292,770,20,6,954
"401","401",1642,813,829,1,0,0,228,212,279,351,333,0,0,0,0,0,0,0,114,59,1446,10,13,1540
"402","402",2503,1235,1268,1,1,0,270,275,282,276,279,267,246,243,0,0,0,0,83,450,1112,97,761,1407
"403","403",72,39,33,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,7,21,3,37,38
"404","404",4345,1665,2680,0,0,1,0,0,0,0,0,0,0,0,1797,1023,785,740,567,1095,2158,90,435,3331
"405","405",1574,802,772,0,0,1,0,0,0,0,0,0,0,0,521,431,329,293,46,431,1019,29,49,1440
"406","406",4001,2186,1815,0,0,1,0,0,0,0,0,0,0,0,1337,991,849,824,366,319,3048,63,205,2634
"407","407",1313,535,778,0,0,1,0,0,0,0,0,0,0,0,322,409,309,273,15,934,325,22,17,1035
"408","408",2309,1094,1215,0,0,1,0,0,0,0,0,0,0,0,631,611,573,494,550,824,631,187,117,1827
"409","409",5174,1757,3417,0,0,1,0,0,0,0,0,0,0,0,1356,1342,1251,1225,1660,478,1821,566,649,3401
"410","410",2173,1109,1063,0,0,1,0,0,0,0,0,0,0,0,537,652,440,544,35,831,1233,31,43,1643
"411","411",2011,1195,816,0,0,1,0,0,0,0,0,0,0,0,521,506,486,498,1768,64,96,30,53,1759
"412","412",2010,408,1602,0,0,1,0,0,0,0,0,0,0,0,608,534,464,404,71,487,1402,26,24,1650
"413","413",5959,3029,2930,0,0,1,0,0,0,0,0,0,0,0,1525,1521,1480,1433,730,930,3794,109,396,4764
"414","414",437,212,225,0,0,1,0,0,0,0,0,0,0,0,97,152,98,90,3,66,362,2,4,378
"415","415",8958,6346,2612,0,0,1,0,0,0,0,0,0,0,0,2547,2478,2092,1841,1908,1458,4732,157,703,6399
"416","416",1281,382,899,0,0,1,0,0,0,0,0,0,0,0,365,414,272,230,16,1073,143,14,35,956
"417","417",2678,1293,1385,0,0,1,0,0,0,0,0,0,0,0,750,796,588,544,16,400,2205,8,49,2251
"418","418",2504,1186,1318,0,0,1,0,0,0,0,0,0,0,0,785,736,474,509,290,1523,558,90,43,1841
"419","419",2299,1324,975,0,0,1,0,0,0,0,0,0,0,0,769,609,455,466,76,815,1321,30,57,2064
"420","420",2414,834,1579,0,0,1,0,0,0,0,0,0,0,0,624,607,601,582,813,215,430,276,680,1053
"421","421",1186,526,660,0,0,1,0,0,0,0,0,0,0,0,373,332,231,250,16,137,1013,6,14,1103
"422","422",1295,867,428,0,0,1,0,0,0,0,0,0,0,0,347,336,320,292,38,1054,165,15,23,1163
"423","423",2318,1499,819,0,0,1,0,0,0,0,0,0,0,0,619,617,549,533,98,1778,367,50,25,1843
"424","424",1724,594,1130,0,0,1,0,0,0,0,0,0,0,0,323,466,484,451,54,1335,245,42,48,1342
"425","425",2205,1186,1019,0,0,1,0,0,0,0,0,0,0,0,658,562,551,434,52,350,1706,26,71,1945
"426","426",1093,850,243,0,0,1,0,0,0,0,0,0,0,0,266,302,259,266,5,375,696,6,11,1002
"427","427",2239,687,1552,0,0,1,0,0,0,0,0,0,0,0,662,633,490,454,57,1777,310,35,60,1806
"428","428",3064,1672,1392,0,0,1,0,0,0,0,0,0,0,0,1,248,1216,1599,135,1105,1307,65,452,1873
"429","429",1939,983,954,0,0,1,0,0,0,0,0,0,0,0,487,507,475,470,419,77,242,109,1092,487
"430","430",2062,1088,974,0,0,1,0,0,0,0,0,0,0,0,595,629,398,440,283,183,1248,69,279,1581
"431","431",2573,880,1692,0,0,1,0,0,0,0,0,0,0,0,844,741,532,456,115,854,1477,53,74,2258
"432","432",2723,403,2320,0,0,1,0,0,0,0,0,0,0,1,993,833,403,493,191,959,1470,53,50,1989
"433","433",3740,1576,2164,0,0,1,0,0,0,0,0,0,0,0,1111,1000,825,804,821,878,1696,61,284,2919
"434","434",1908,1331,577,0,0,1,0,0,0,0,0,0,0,0,613,572,349,374,77,501,1232,56,42,1736
"435","435",366,158,208,0,0,1,0,0,0,0,0,0,0,0,97,87,107,75,65,28,198,8,67,344
"436","436",1287,205,1081,0,0,1,0,0,0,0,0,0,0,0,386,317,310,274,81,653,357,47,149,994
"437","437",6278,2655,3621,0,0,1,0,0,0,0,0,0,0,0,1720,1628,1572,1358,1292,438,3199,181,1168,4793
"438","438",1527,688,839,0,1,0,0,0,0,0,0,577,535,415,0,0,0,0,43,233,1190,42,19,1397
"439","439",16501,8559,7942,0,0,1,0,0,0,0,0,0,0,0,4774,4486,3619,3622,5201,4582,5434,682,602,13430
"440","440",2335,1296,1039,0,0,1,0,0,0,0,0,0,0,0,579,570,573,613,523,950,647,167,48,1758
"441","441",311,134,177,1,1,1,13,19,22,17,10,12,23,23,20,21,26,96,46,50,105,24,86,215
"442","442",415,202,213,1,1,1,16,17,17,16,8,16,20,22,89,74,50,36,39,90,154,4,128,248
"443","443",2637,1360,1277,0,1,1,0,0,0,0,0,282,277,305,470,491,419,393,63,580,1931,31,32,2168
"444","444",2394,774,1620,0,0,1,0,0,0,0,0,0,0,0,617,613,565,599,153,666,1434,59,82,2004
"445","445",2212,1272,940,0,0,1,0,0,0,0,0,0,0,0,652,620,465,475,113,1713,293,55,38,1837
"446","446",1175,629,546,0,0,1,0,0,0,0,0,0,0,0,288,337,271,279,77,277,692,40,89,930
"447","447",2052,1034,1018,0,1,0,0,0,0,0,0,618,743,691,0,0,0,0,288,216,1039,75,434,1155
"448","448",4837,2460,2377,1,1,1,399,397,389,388,382,372,380,385,408,405,206,329,19,1478,3279,28,33,4388
"449","449",2091,1125,966,1,1,0,338,336,329,312,298,112,44,0,0,0,0,0,16,1493,561,8,13,1890
"450","450",1385,691,694,0,1,0,0,0,0,0,0,469,455,461,0,0,0,0,128,781,248,30,198,950
"451","451",5869,2957,2912,0,1,0,0,0,0,0,0,1940,1956,1973,0,0,0,0,353,40,547,73,4856,2155
"452","452",3879,1763,2116,0,1,0,0,0,0,0,0,1218,1305,1356,0,0,0,0,810,248,2118,41,662,2752
"453","453",6536,3089,3447,0,1,0,0,0,0,0,0,2172,2178,2186,0,0,0,0,353,97,964,80,5042,2737
"454","454",4960,2253,2707,0,1,0,0,0,0,0,0,1678,1662,1620,0,0,0,0,2665,92,1154,64,985,2854
"455","455",5153,2498,2655,0,1,0,0,0,0,0,0,1686,1707,1760,0,0,0,0,536,1146,2081,82,1308,3718
"456","456",5479,2736,2743,0,1,0,0,0,0,0,0,1781,1837,1861,0,0,0,0,247,32,675,50,4475,1901
"457","457",6514,3246,3268,0,1,0,0,0,0,0,0,2181,2143,2190,0,0,0,0,368,1477,2987,106,1576,5053
"458","458",2883,1435,1448,0,1,0,0,0,0,0,0,982,951,950,0,0,0,0,43,2564,163,85,28,1999
"459","459",4516,2092,2424,0,1,0,0,0,0,0,0,1470,1508,1538,0,0,0,0,247,103,4064,18,84,4196
"460","460",5095,2757,2338,0,1,0,0,0,0,0,0,1672,1696,1727,0,0,0,0,197,1702,2312,93,791,4039
"461","461",1724,758,966,0,1,0,0,0,0,0,0,454,548,722,0,0,0,0,46,1431,125,18,104,1323
"462","462",7083,3257,3826,0,1,0,0,0,0,0,0,2435,2350,2298,0,0,0,0,1564,342,1828,108,3241,4486
"463","463",7032,3374,3658,0,1,0,0,0,0,0,0,2302,2391,2339,0,0,0,0,667,115,848,113,5289,2629
"464","464",4843,2333,2510,0,1,0,0,0,0,0,0,1529,1622,1692,0,0,0,0,460,109,3794,14,466,4331
"465","465",5631,2722,2909,0,1,0,0,0,0,0,0,1801,1943,1887,0,0,0,0,503,103,3996,38,991,5010
"466","466",3785,1804,1981,0,1,0,0,0,0,0,0,1216,1265,1304,0,0,0,0,1244,344,1044,49,1104,2773
"467","467",1650,754,896,0,1,0,0,0,0,0,0,483,558,609,0,0,0,0,33,285,1314,8,10,1482
"468","468",7477,3608,3869,0,1,0,0,0,0,0,0,1925,2746,2806,0,0,0,0,2934,128,3976,58,381,5027
"469","469",1015,525,490,0,1,0,0,0,0,0,0,323,349,343,0,0,0,0,97,36,818,8,56,951
